"","title","budget","revenue","profit","profitable","profitable.ind","release_date","release_year","genre","runtime","vote_average","vote_count","event"
"1245","Parental Guidance",25000000,119772232,94772232,"Profitable",1,2012-12-25,2012,"Comedy",104,5.7,210,"holiday"
"1246","No Strings Attached",25000000,147780440,122780440,"Profitable",1,2011-01-21,2011,"Comedy",107,6.1,1331,"na"
"1247","Romeo Must Die",25000000,91036760,66036760,"Profitable",1,2000-03-20,2000,"Action/Adventure",115,6,330,"na"
"1248","Final Destination 3",25000000,117719158,92719158,"Profitable",1,2006-02-10,2006,"Thriller/Mystery/Horror",93,5.8,974,"na"
"1249","The Lucky One",25000000,99357138,74357138,"Profitable",1,2012-04-19,2012,"Drama",101,6.8,946,"na"
"1250","Bridge to Terabithia",60000000,137587063,77587063,"Profitable",1,2007-02-16,2007,"Drama",96,7,1113,"na"
"1251","Finding Neverland",25000000,116766556,91766556,"Profitable",1,2004-10-17,2004,"Drama",106,7.2,1223,"na"
"1252","The Grey",25000000,77278331,52278331,"Profitable",1,2012-01-26,2012,"Drama",117,6.4,1451,"na"
"1253","Hide and Seek",25000000,122644820,97644820,"Profitable",1,2005-01-27,2005,"Thriller/Mystery/Horror",101,6.1,440,"na"
"1254","Anchorman: The Legend of Ron Burgundy",26000000,90574188,64574188,"Profitable",1,2004-07-09,2004,"Comedy",94,6.7,1493,"summer"
"1255","Agent Cody Banks",28000000,58795814,30795814,"Profitable",1,2003-03-14,2003,"Action/Adventure",102,5,284,"na"
"1256","Nanny McPhee",25000000,122489822,97489822,"Profitable",1,2005-10-21,2005,"Comedy",97,6.4,711,"na"
"1257","Contraband",25000000,63100000,38100000,"Profitable",1,2012-01-12,2012,"Drama",109,6.1,770,"na"
"1258","There Will Be Blood",25000000,77208711,52208711,"Profitable",1,2007-12-28,2007,"Drama",158,7.9,1537,"holiday"
"1259","Undercover Brother",25000000,41604473,16604473,"Profitable",1,2002-05-31,2002,"Comedy",86,5.5,112,"na"
"1260","The Sisterhood of the Traveling Pants",25000000,39053061,14053061,"Profitable",1,2005-06-01,2005,"Drama",119,6.3,386,"summer"
"1261","Kiss of the Dragon",25000000,64437847,39437847,"Profitable",1,2001-07-06,2001,"Action/Adventure",98,6.4,298,"summer"
"1262","The House Bunny",25000000,70442940,45442940,"Profitable",1,2008-08-22,2008,"Comedy",97,5.6,529,"summer"
"1263","Beauty Shop",25000000,36351350,11351350,"Profitable",1,2005-06-02,2005,"Comedy",105,5.4,115,"summer"
"1264","Million Dollar Arm",25000000,38307627,13307627,"Profitable",1,2014-05-09,2014,"Drama",124,6.6,259,"na"
"1265","The Giver",25000000,66980456,41980456,"Profitable",1,2014-08-11,2014,"Drama",94,6.4,1798,"summer"
"1266","Jeepers Creepers 2",17000000,63102666,46102666,"Profitable",1,2003-08-08,2003,"Thriller/Mystery/Horror",104,5.5,299,"summer"
"1267","Good Luck Chuck",25000000,59192128,34192128,"Profitable",1,2007-09-21,2007,"Drama",101,5.5,444,"na"
"1268","Cradle 2 the Grave",25000000,56489558,31489558,"Profitable",1,2003-02-28,2003,"Drama",101,5.8,236,"na"
"1269","The Hours",25000000,41597830,16597830,"Profitable",1,2002-12-27,2002,"Drama",114,7,451,"holiday"
"1270","She's the Man",20000000,33889159,13889159,"Profitable",1,2006-03-17,2006,"Drama",105,6.4,671,"na"
"1271","Mr. Bean's Holiday",25000000,229736344,204736344,"Profitable",1,2007-03-22,2007,"Comedy",90,6.1,663,"na"
"1272","Anacondas: The Hunt for the Blood Orchid",20000000,70992898,50992898,"Profitable",1,2004-08-26,2004,"Action/Adventure",97,4.9,199,"summer"
"1273","Blood Ties",25500000,2415472,-23084528,"Not Profitable",0,2013-08-22,2013,"Drama",128,6,171,"summer"
"1274","August Rush",25000000,66122026,41122026,"Profitable",1,2007-11-21,2007,"Drama",114,7.1,797,"holiday"
"1275","The Sitter",25000000,34942188,9942188,"Profitable",1,2011-12-09,2011,"Comedy",81,5.4,325,"holiday"
"1276","Crocodile Dundee in Los Angeles",21150000,39438674,18288674,"Profitable",1,2001-04-12,2001,"Comedy",92,4.7,146,"na"
"1277","The Gambler",25000000,39171130,14171130,"Profitable",1,2014-12-25,2014,"Drama",111,5.7,543,"holiday"
"1278","August: Osage County",25000000,74188937,49188937,"Profitable",1,2013-12-26,2013,"Drama",121,6.9,483,"holiday"
"1279","Ice Princess",25000000,27645491,2645491,"Profitable",1,2005-03-17,2005,"Drama",98,5.9,185,"na"
"1280","A Lot Like Love",30000000,42886719,12886719,"Profitable",1,2005-04-22,2005,"Comedy",107,6.5,318,"na"
"1281","Eddie the Eagle",23000000,46152800,23152800,"Profitable",1,2016-02-26,2016,"Drama",106,7.2,661,"na"
"1282","Dear John",25000000,114977104,89977104,"Profitable",1,2010-02-04,2010,"Drama",115,6.6,1262,"na"
"1283","The Losers",25000000,23580000,-1420000,"Not Profitable",0,2010-04-23,2010,"Action/Adventure",97,6.2,515,"na"
"1284","Don't Be Afraid of the Dark",25000000,36993168,11993168,"Profitable",1,2010-11-06,2010,"Sci-fi/Fantasy",99,5.4,341,"holiday"
"1285","War",25000000,40452643,15452643,"Profitable",1,2007-08-24,2007,"Action/Adventure",103,6,414,"summer"
"1286","Punch-Drunk Love",25000000,17000000,-8000000,"Not Profitable",0,2002-10-25,2002,"Drama",95,6.9,530,"na"
"1287","EuroTrip",25000000,20796847,-4203153,"Not Profitable",0,2004-02-20,2004,"Comedy",93,6.5,656,"na"
"1288","The Greatest Game Ever Played",25000000,15431177,-9568823,"Not Profitable",0,2005-09-30,2005,"Drama",120,6.9,110,"na"
"1289","The Box",30000000,33333531,3333531,"Profitable",1,2009-09-17,2009,"Sci-fi/Fantasy",115,5.4,597,"na"
"1290","The Next Best Thing",25000000,24362772,-637228,"Not Profitable",0,2000-03-03,2000,"Comedy",108,4.3,29,"na"
"1291","My Soul to Take",25000000,19829957,-5170043,"Not Profitable",0,2010-10-08,2010,"Drama",107,5.2,147,"na"
"1292","The Girl Next Door",25000000,30411183,5411183,"Profitable",1,2004-04-09,2004,"Comedy",108,6.3,824,"na"
"1293","Legend",25000000,42972994,17972994,"Profitable",1,2015-09-09,2015,"Crime",131,6.7,973,"na"
"1294","Shark Night",28000000,10126458,-17873542,"Not Profitable",0,2011-09-02,2011,"Thriller/Mystery/Horror",91,4.9,132,"na"
"1295","Draft Day",25000000,28831145,3831145,"Profitable",1,2014-04-11,2014,"Drama",109,6.5,304,"na"
"1296","The Conspirator",25000000,15478800,-9521200,"Not Profitable",0,2010-09-10,2010,"Drama",122,6.2,137,"na"
"1297","Lords of Dogtown",25000000,13411957,-11588043,"Not Profitable",0,2005-06-03,2005,"Drama",107,7,210,"summer"
"1298","The 33",25000000,24902723,-97277,"Not Profitable",0,2015-08-06,2015,"Drama",120,6,378,"summer"
"1299","Warrior",25000000,23057115,-1942885,"Not Profitable",0,2011-09-09,2011,"Drama",140,7.7,1272,"na"
"1300","Stop-Loss",25000000,11207130,-13792870,"Not Profitable",0,2008-03-28,2008,"Drama",113,6.1,82,"na"
"1301","Abandon",25000000,10719357,-14280643,"Not Profitable",0,2002-10-14,2002,"Drama",99,4.6,45,"na"
"1302","The Possession",14000000,85446075,71446075,"Profitable",1,2012-08-30,2012,"Thriller/Mystery/Horror",92,5.8,498,"summer"
"1303","Straw Dogs",25000000,10324441,-14675559,"Not Profitable",0,2011-09-16,2011,"Drama",110,5.5,144,"na"
"1304","The Hoax",25000000,11772461,-13227539,"Not Profitable",0,2006-10-14,2006,"Drama",116,6.4,60,"na"
"1305","The Road",32000000,27635305,-4364695,"Not Profitable",0,2009-11-25,2009,"Drama",111,6.8,1087,"holiday"
"1306","Blindness",25000000,19844979,-5155021,"Not Profitable",0,2008-05-14,2008,"Drama",121,6.4,387,"na"
"1307","BloodRayne",25000000,2405420,-22594580,"Not Profitable",0,2005-10-22,2005,"Action/Adventure",95,3.5,118,"na"
"1308","Carnage",25000000,27603069,2603069,"Profitable",1,2011-09-16,2011,"Drama",80,7,738,"na"
"1309","Me and Orson Welles",25000000,2336172,-22663828,"Not Profitable",0,2009-11-25,2009,"Drama",114,6.6,49,"holiday"
"1310","The Bad Lieutenant: Port of Call - New Orleans",25000000,10589102,-14410898,"Not Profitable",0,2009-09-11,2009,"Drama",122,6,326,"na"
"1311","The Counselor",25000000,71009334,46009334,"Profitable",1,2013-10-25,2013,"Drama",117,5,712,"na"
"1312","On the Road",25000000,8784318,-16215682,"Not Profitable",0,2012-05-22,2012,"Drama",137,5.5,301,"na"
"1313","Rocky Balboa",24000000,155721132,131721132,"Profitable",1,2006-12-20,2006,"Drama",102,6.5,835,"holiday"
"1314","Jane Got a Gun",25000000,1397284,-23602716,"Not Profitable",0,2016-01-01,2016,"Drama",98,5.4,285,"na"
"1315","Think Like a Man Too",24000000,70181428,46181428,"Profitable",1,2014-06-20,2014,"Comedy",105,6.4,225,"summer"
"1316","The Whole Nine Yards",41300000,106371651,65071651,"Profitable",1,2000-02-18,2000,"Comedy",98,6.2,531,"na"
"1317","Old School",24000000,87055349,63055349,"Profitable",1,2003-02-21,2003,"Comedy",91,6.6,541,"na"
"1318","Return to Me",24000000,36609995,12609995,"Profitable",1,2000-04-07,2000,"Drama",115,6.1,67,"na"
"1319","Zack and Miri Make a Porno",24000000,42105111,18105111,"Profitable",1,2008-09-18,2008,"Comedy",102,6.1,721,"na"
"1320","The Men Who Stare at Goats",24000000,68729358,44729358,"Profitable",1,2009-10-17,2009,"Comedy",93,5.9,742,"na"
"1321","Win a Date with Tad Hamilton!",17000000,16980098,-19902,"Not Profitable",0,2004-01-23,2004,"Comedy",95,5.5,160,"na"
"1322","Ready to Rumble",24000000,12372410,-11627590,"Not Profitable",0,2000-04-07,2000,"Drama",107,4.7,49,"na"
"1323","I Don't Know How She Does It",24000000,30551495,6551495,"Profitable",1,2011-09-16,2011,"Comedy",89,5,141,"na"
"1324","Piranha 3D",24000000,83188165,59188165,"Profitable",1,2010-08-20,2010,"Comedy",88,5.3,581,"summer"
"1325","Faster",24000000,23081726,-918274,"Not Profitable",0,2010-11-23,2010,"Drama",98,6.1,568,"holiday"
"1326","Zombieland",23600000,102391382,78791382,"Profitable",1,2009-10-07,2009,"Comedy",88,7.2,3550,"na"
"1327","Final Destination",23000000,53302314,30302314,"Profitable",1,2000-03-16,2000,"Thriller/Mystery/Horror",98,6.4,1378,"na"
"1328","The Ides of March",12500000,75993061,63493061,"Profitable",1,2011-09-24,2011,"Drama",101,6.5,910,"na"
"1329","Pitch Black",23000000,53187659,30187659,"Profitable",1,2000-02-18,2000,"Action/Adventure",108,6.7,1789,"na"
"1330","Her",23000000,47351251,24351251,"Profitable",1,2013-12-18,2013,"Drama",126,7.9,4097,"holiday"
"1331","Joy Ride",23000000,36642838,13642838,"Profitable",1,2001-10-05,2001,"Drama",97,6.3,325,"na"
"1332","Haywire",23000000,33372606,10372606,"Profitable",1,2011-11-06,2011,"Action/Adventure",93,5.6,505,"holiday"
"1333","In the Valley of Elah",23000000,29541790,6541790,"Profitable",1,2007-08-31,2007,"Drama",124,6.6,261,"summer"
"1334","Vanity Fair",23000000,16123851,-6876149,"Not Profitable",0,2004-09-01,2004,"Drama",141,5.5,73,"na"
"1335","1408",25000000,94679598,69679598,"Profitable",1,2007-07-12,2007,"Thriller/Mystery/Horror",104,6.5,1343,"summer"
"1336","The Water Diviner",22500000,15520023,-6979977,"Not Profitable",0,2014-12-25,2014,"Drama",112,6.8,431,"holiday"
"1337","The Rookie",20000000,75597042,55597042,"Profitable",1,2002-03-25,2002,"Drama",127,6.5,110,"na"
"1338","The Game Plan",22000000,147880543,125880543,"Profitable",1,2007-09-28,2007,"Comedy",110,6,428,"na"
"1339","The Animal",22000000,84772742,62772742,"Profitable",1,2001-06-01,2001,"Comedy",84,4.6,304,"summer"
"1340","The Hundred-Foot Journey",22000000,88880821,66880821,"Profitable",1,2014-08-06,2014,"Drama",122,7.3,508,"summer"
"1341","I Am Sam",22000000,92542418,70542418,"Profitable",1,2001-12-28,2001,"Drama",132,7.2,530,"holiday"
"1342","Son of God",22000000,67800064,45800064,"Profitable",1,2014-02-28,2014,"Drama",138,5.9,83,"na"
"1343","Underworld",22000000,95708457,73708457,"Profitable",1,2003-09-19,2003,"Action/Adventure",121,6.6,2512,"na"
"1344","Derailed",22000000,57479076,35479076,"Profitable",1,2005-11-11,2005,"Drama",108,6.1,319,"holiday"
"1345","The Informant!",22000000,35424826,13424826,"Profitable",1,2009-09-18,2009,"Drama",108,6,301,"na"
"1346","Deuce Bigalow: European Gigolo",22000000,22400154,400154,"Profitable",1,2005-08-06,2005,"Comedy",83,4.7,225,"summer"
"1347","Delivery Man",26000000,51164106,25164106,"Profitable",1,2013-10-10,2013,"Comedy",105,6.2,551,"na"
"1348","Saving Silverman",22000000,19351569,-2648431,"Not Profitable",0,2001-02-09,2001,"Comedy",90,5.4,154,"na"
"1349","Diary of a Wimpy Kid: Dog Days",22000000,77112176,55112176,"Profitable",1,2012-08-02,2012,"Comedy",94,6,223,"summer"
"1350","Jay and Silent Bob Strike Back",22000000,33788161,11788161,"Profitable",1,2001-08-22,2001,"Comedy",104,6.4,480,"summer"
"1351","The Glass House",30000000,23619609,-6380391,"Not Profitable",0,2001-09-14,2001,"Drama",106,5.4,201,"na"
"1352","Hail, Caesar!",22000000,63647656,41647656,"Profitable",1,2016-02-05,2016,"Drama",106,5.7,1309,"na"
"1353","Homefront",22000000,43058898,21058898,"Profitable",1,2013-11-27,2013,"Action/Adventure",100,6.4,875,"holiday"
"1354","The Little Vampire",22000000,13555988,-8444012,"Not Profitable",0,2000-10-27,2000,"Family/Animation",95,6.1,77,"na"
"1355","The Transporter Refueled",25000000,72629670,47629670,"Profitable",1,2015-09-03,2015,"Action/Adventure",96,5.2,559,"na"
"1356","Hit & Run",2000000,14400000,12400000,"Profitable",1,2012-08-22,2012,"Comedy",100,5.5,224,"summer"
"1357","Before I Go to Sleep",22000000,15447154,-6552846,"Not Profitable",0,2014-09-03,2014,"Thriller/Mystery/Horror",92,6.2,659,"na"
"1358","Stone",22000000,9479718,-12520282,"Not Profitable",0,2010-10-07,2010,"Drama",105,5.2,192,"na"
"1359","Out of the Furnace",22000000,15400000,-6600000,"Not Profitable",0,2013-12-06,2013,"Drama",116,6.5,720,"holiday"
"1360","Michael Clayton",25000000,92991835,67991835,"Profitable",1,2007-09-28,2007,"Drama",119,6.5,501,"na"
"1361","To Rome with Love",17000000,73244881,56244881,"Profitable",1,2012-04-20,2012,"Comedy",111,5.6,546,"na"
"1362","Hardball",32000000,40222729,8222729,"Profitable",1,2001-09-14,2001,"Comedy",106,6.3,123,"na"
"1363","Silver Linings Playbook",21000000,205738714,184738714,"Profitable",1,2012-09-08,2012,"Drama",122,6.9,4742,"na"
"1364","Freedom Writers",21000000,41170784,20170784,"Profitable",1,2007-01-05,2007,"Drama",123,7.5,356,"na"
"1365","The Transporter",21000000,43928932,22928932,"Profitable",1,2002-10-02,2002,"Action/Adventure",92,6.6,1692,"na"
"1366","Never Back Down",20000000,41627431,21627431,"Profitable",1,2008-03-04,2008,"Drama",115,6.4,497,"na"
"1367","Away We Go",17000000,14899417,-2100583,"Not Profitable",0,2009-06-05,2009,"Drama",98,6.7,189,"summer"
"1368","Swing Vote",21000000,17600000,-3400000,"Not Profitable",0,2008-08-01,2008,"Drama",120,5.8,65,"summer"
"1369","Moonlight Mile",21000000,10011050,-10988950,"Not Profitable",0,2002-09-09,2002,"Drama",117,6.5,52,"na"
"1370","The Beaver",21000000,970816,-20029184,"Not Profitable",0,2011-02-11,2011,"Drama",91,6.3,276,"na"
"1371","Pulse",38000000,29907685,-8092315,"Not Profitable",0,2006-08-11,2006,"Thriller/Mystery/Horror",90,5,150,"summer"
"1372","Bringing Down the House",20000000,132675402,112675402,"Profitable",1,2003-03-07,2003,"Comedy",105,5.4,183,"na"
"1373","Jackass 3D",20000000,117224271,97224271,"Profitable",1,2010-10-15,2010,"Comedy",94,6.4,428,"na"
"1374","Beverly Hills Chihuahua",20000000,149281606,129281606,"Profitable",1,2008-10-03,2008,"Comedy",91,4.9,209,"na"
"1375","The Conjuring",13000000,318000141,305000141,"Profitable",1,2013-07-18,2013,"Thriller/Mystery/Horror",112,7.4,3092,"summer"
"1376","Are We There Yet?",32000000,97918663,65918663,"Profitable",1,2005-01-20,2005,"Comedy",95,5.2,221,"na"
"1377","Tammy",20000000,100525432,80525432,"Profitable",1,2014-07-02,2014,"Comedy",97,5,500,"summer"
"1378","School of Rock",35000000,131282949,96282949,"Profitable",1,2003-10-03,2003,"Comedy",108,6.7,1414,"na"
"1379","White Chicks",37000000,113086475,76086475,"Profitable",1,2004-06-23,2004,"Comedy",109,6.3,679,"summer"
"1380","The Descendants",20000000,177243185,157243185,"Profitable",1,2011-09-09,2011,"Drama",115,6.7,934,"na"
"1381","12 Years a Slave",20000000,187000000,167000000,"Profitable",1,2013-10-18,2013,"Drama",134,7.9,3674,"na"
"1382","Drumline",20000000,57588485,37588485,"Profitable",1,2002-12-13,2002,"Drama",118,6.2,116,"holiday"
"1383","Why Did I Get Married Too?",20000000,60072596,40072596,"Profitable",1,2010-04-02,2010,"Comedy",121,6.1,29,"na"
"1384","Me Before You",20000000,207945075,187945075,"Profitable",1,2016-06-02,2016,"Drama",110,7.6,2562,"summer"
"1385","Bad Moms",20000000,183936074,163936074,"Profitable",1,2016-07-28,2016,"Comedy",100,6.3,1252,"summer"
"1386","Date Movie",20000000,48548426,28548426,"Profitable",1,2006-02-17,2006,"Comedy",83,3.6,222,"na"
"1387","Return to Never Land",20000000,109862682,89862682,"Profitable",1,2002-02-14,2002,"Action/Adventure",72,6.1,290,"na"
"1388","Selma",20000000,66787908,46787908,"Profitable",1,2014-12-25,2014,"Drama",127,7.4,817,"holiday"
"1389","The Jungle Book 2",20000000,135680000,115680000,"Profitable",1,2003-02-07,2003,"Action/Adventure",72,5.6,269,"na"
"1390","Boogeyman",20000000,67192859,47192859,"Profitable",1,2005-02-04,2005,"Drama",89,4.6,191,"na"
"1391","Premonition",20000000,84146832,64146832,"Profitable",1,2007-02-08,2007,"Drama",96,5.8,381,"na"
"1392","The Tigger Movie",30000000,45554533,15554533,"Profitable",1,2000-02-11,2000,"Family/Animation",77,6.3,143,"na"
"1393","Orphan",20000000,41596251,21596251,"Profitable",1,2009-07-24,2009,"Thriller/Mystery/Horror",123,6.7,1261,"summer"
"1394","Max",20000000,43967255,23967255,"Profitable",1,2015-06-26,2015,"Drama",111,6.8,276,"summer"
"1395","Epic Movie",20000000,86865564,66865564,"Profitable",1,2007-01-25,2007,"Comedy",86,3.2,326,"na"
"1396","Spotlight",20000000,88346473,68346473,"Profitable",1,2015-11-06,2015,"Drama",128,7.8,2686,"holiday"
"1397","Lakeview Terrace",20000000,27640028,7640028,"Profitable",1,2008-09-19,2008,"Drama",110,5.9,292,"na"
"1398","The Grudge 2",20000000,39143839,19143839,"Profitable",1,2006-10-13,2006,"Thriller/Mystery/Horror",102,5.2,283,"na"
"1399","Man of the Year",20000000,41237648,21237648,"Profitable",1,2006-10-09,2006,"Drama",115,5.8,129,"na"
"1400","The American",20000000,65464324,45464324,"Profitable",1,2010-08-31,2010,"Drama",104,5.8,481,"summer"
"1401","Vampires Suck",20000000,80547866,60547866,"Profitable",1,2010-08-18,2010,"Comedy",82,4.2,315,"summer"
"1402","Babel",25000000,135330182,110330182,"Profitable",1,2006-09-08,2006,"Drama",143,6.9,1055,"na"
"1403","This Is Where I Leave You",19800000,41296320,21496320,"Profitable",1,2014-09-10,2014,"Drama",103,6.5,505,"na"
"1404","Doubt",20000000,50907234,30907234,"Profitable",1,2008-11-27,2008,"Drama",104,7,435,"holiday"
"1405","Team America: World Police",32000000,50907422,18907422,"Profitable",1,2004-10-10,2004,"Comedy",98,6.6,660,"na"
"1406","Texas Chainsaw 3D",20000000,47241945,27241945,"Profitable",1,2013-01-03,2013,"Thriller/Mystery/Horror",92,5.3,465,"na"
"1407","Scary Movie 5",20000000,78378744,58378744,"Profitable",1,2013-04-11,2013,"Comedy",86,4.6,793,"na"
"1408","Milk",20000000,54586584,34586584,"Profitable",1,2008-11-26,2008,"Drama",128,7.1,612,"holiday"
"1409","Risen",20000000,46069568,26069568,"Profitable",1,2016-02-19,2016,"Action/Adventure",107,5.7,295,"na"
"1410","Ghost Ship",35000000,68349884,33349884,"Profitable",1,2002-10-25,2002,"Thriller/Mystery/Horror",91,5.3,531,"na"
"1411","A Very Harold & Kumar Christmas",19000000,35387212,16387212,"Profitable",1,2011-11-04,2011,"Comedy",108,6,328,"holiday"
"1412","The Debt",20000000,45636368,25636368,"Profitable",1,2010-04-11,2010,"Drama",113,6.3,257,"na"
"1413","High Fidelity",30000000,47126295,17126295,"Profitable",1,2000-03-17,2000,"Drama",113,7,628,"na"
"1414","The Bank Job",20000000,64822796,44822796,"Profitable",1,2008-02-28,2008,"Drama",112,6.6,697,"na"
"1415","Eternal Sunshine of the Spotless Mind",20000000,72258126,52258126,"Profitable",1,2004-03-19,2004,"Drama",108,7.9,3652,"na"
"1416","You Again",20000000,32005248,12005248,"Profitable",1,2010-09-24,2010,"Comedy",105,6,368,"na"
"1417","Street Kings",20000000,65569869,45569869,"Profitable",1,2008-04-10,2008,"Drama",109,6.3,363,"na"
"1418","The World's End",20000000,46089287,26089287,"Profitable",1,2013-07-18,2013,"Comedy",109,6.7,1778,"summer"
